URL_ID,POSITIVE_SCORE,NEGATIVE_SCORE,POLARITY_SCORE,SUBJECTIVITY_SCORE,AVG_SENTENCE_LENGTH,PERCENTAGE_COMPLEX_WORDS,FOG_INDEX,COMPLEX_WORD_COUNT,WORD_COUNT,SYLLABLE_PER_WORD,PERSONAL_PRONOUNS,AVG_WORD_LENGTH
bctech2122,12,3,0.5999999600000027,0.05263157876269622,17.8125,0.3508771929824561,7.265350877192983,100,285,2.319298245614035,10,6.91578947368421
bctech2123,21,1,0.9090908677685968,0.0702875397115414,26.083333333333332,0.36421725239616615,10.5790202342918,114,313,2.351437699680511,7,7.019169329073482
bctech2124,7,1,0.7499999062500118,0.043956043714527236,26.0,0.4340659340659341,10.573626373626375,79,182,2.5714285714285716,4,7.664835164835165
bctech2125,12,3,0.5999999600000027,0.06172839480770208,16.2,0.4156378600823045,6.6462551440329225,101,243,2.5843621399176953,2,7.839506172839506
bctech2126,7,2,0.5555554938271674,0.042253520928387224,26.625,0.3755868544600939,10.800234741784038,80,213,2.4131455399061035,3,7.230046948356808
bctech2127,14,1,0.8666666088888928,0.04687499985351563,21.333333333333332,0.409375,8.697083333333333,131,320,2.45,4,7.53125
bctech2128,7,1,0.7499999062500118,0.028368794225642573,14.842105263157896,0.36524822695035464,6.0829413960433,103,282,2.368794326241135,5,7.273049645390071
bctech2129,6,1,0.7142856122449125,0.0437499997265625,32.0,0.48125,12.992500000000001,77,160,3.15,3,10.05
bctech2130,9,1,0.7999999200000081,0.04926108350117693,20.3,0.43842364532019706,8.295369458128079,89,203,2.4926108374384235,2,7.399014778325123
bctech2131,11,1,0.8333332638888947,0.0571428568707483,21.0,0.43333333333333335,8.573333333333334,91,210,2.4761904761904763,2,7.380952380952381
bctech2132,9,3,0.4999999583333368,0.06153846122287969,32.5,0.40512820512820513,13.162051282051284,79,195,2.4615384615384617,2,7.287179487179487
bctech2133,10,4,0.42857139795918586,0.07179487142669297,17.727272727272727,0.4358974358974359,7.265268065268065,85,195,2.5025641025641026,2,7.369230769230769
bctech2134,9,2,0.636363578512402,0.058201057893116095,18.9,0.43386243386243384,7.733544973544973,82,189,2.4814814814814814,2,7.412698412698413
bctech2135,15,1,0.8749999453125034,0.05555555536265432,16.0,0.3819444444444444,6.552777777777777,110,288,2.392361111111111,9,7.173611111111111
bctech2136,7,1,0.7499999062500118,0.03571428555484694,20.363636363636363,0.35714285714285715,8.288311688311689,80,224,2.5,6,7.736607142857143
bctech2137,9,9,0.0,0.048257372524779164,19.63157894736842,0.35924932975871315,7.996331310850855,134,373,2.3404825737265416,5,6.92225201072386
bctech2138,16,4,0.5999999700000015,0.07633587757123711,18.714285714285715,0.3549618320610687,7.6276990185387135,93,262,2.3206106870229006,3,7.072519083969466
bctech2139,18,3,0.7142856802721105,0.06521739110180934,14.0,0.38198757763975155,5.752795031055901,123,322,2.4565217391304346,14,7.419254658385094
bctech2140,15,4,0.5789473379501401,0.06666666643274854,16.764705882352942,0.37543859649122807,6.856057791537669,107,285,2.3859649122807016,9,7.192982456140351
bctech2141,10,1,0.8181817438016598,0.036912751553984054,16.555555555555557,0.3825503355704698,6.775242356450412,114,298,2.3691275167785233,3,7.298657718120805
bctech2142,10,2,0.6666666111111158,0.04054054040357925,17.41176470588235,0.3581081081081081,7.107949125596185,106,296,2.391891891891892,10,7.456081081081081
bctech2143,8,1,0.7777776913580343,0.03862660927628065,19.416666666666668,0.38197424892703863,7.919456366237483,89,233,2.3733905579399144,2,7.055793991416309
bctech2144,8,3,0.4545454132231443,0.04700854680765578,29.25,0.3504273504273504,11.84017094017094,82,234,2.3076923076923075,2,6.978632478632479
bctech2145,10,1,0.8181817438016598,0.04888888867160494,20.454545454545453,0.38222222222222224,8.33470707070707,86,225,2.422222222222222,2,7.253333333333333
bctech2146,10,1,0.8181817438016598,0.04803493428805706,22.9,0.3799126637554585,9.311965065502184,87,229,2.3842794759825328,2,7.148471615720524
bctech2147,9,1,0.7999999200000081,0.04444444424691358,18.75,0.37333333333333335,7.649333333333335,84,225,2.4266666666666667,2,7.253333333333333
bctech2148,8,1,0.7777776913580343,0.04306220075089856,26.125,0.3875598086124402,10.605023923444977,81,209,2.3779904306220097,2,7.162679425837321
bctech2149,9,1,0.7999999200000081,0.04739336470429685,23.444444444444443,0.3886255924170616,9.533228014744601,82,211,2.4265402843601898,2,7.213270142180095
bctech2150,10,3,0.5384614970414233,0.050387596703924044,17.2,0.3333333333333333,7.013333333333333,86,258,2.24031007751938,4,6.658914728682171
bctech2151,19,11,0.26666665777777804,0.04524886871003187,12.75,0.28808446455505277,5.215233785822022,191,663,2.193061840120664,8,6.957767722473605
bctech2152,15,8,0.3043478128544429,0.05251141540522508,17.52,0.4223744292237443,7.176949771689498,185,438,2.4292237442922375,7,7.057077625570776
bctech2153,18,9,0.3333333209876548,0.039881831551134665,17.81578947368421,0.35745937961595275,7.269299541320065,242,677,2.2496307237813884,5,6.714918759231906
bctech2154,25,20,0.11111110864197538,0.047318611937625016,13.782608695652174,0.3007360672975815,5.633337905179903,286,951,2.248159831756046,9,6.844374342797056
bctech2155,12,8,0.1999999900000005,0.08097165959120786,16.466666666666665,0.3643724696356275,6.732415654520917,90,247,2.3846153846153846,13,7.267206477732794
bctech2156,6,1,0.7142856122449125,0.04545454515938607,30.8,0.44805194805194803,12.49922077922078,69,154,2.6363636363636362,2,7.805194805194805
bctech2157,8,1,0.7777776913580343,0.043689320176265437,18.727272727272727,0.39805825242718446,7.650132391879964,82,206,2.3980582524271843,3,7.189320388349515
